DateTime,Horizon,utility,absolute,wellbeing,expanded,solution size,Time,action revisions,lies,hons,pos,neg,Theories
"05/13/2024, 11:50:03",5,2.700967532179386,True,-4.68559,35918,299,4.4213260000000005,140954,48,107,0,155,utility
"05/13/2024, 11:50:08",5,2.700967532179386,True,-4.68559,35918,299,4.5196629999999995,140954,48,107,0,155,utility
"05/13/2024, 11:50:13",5,2.700967532179386,True,-4.68559,35918,299,4.48011,140954,48,107,0,155,utility
"05/13/2024, 11:50:18",5,2.700967532179386,True,-4.68559,35918,299,4.493413,140954,48,107,0,155,utility
"05/13/2024, 11:50:23",5,2.700967532179386,True,-4.68559,35918,299,4.526065000000001,140954,48,107,0,155,utility
"05/13/2024, 11:50:28",5,0.551739058661772,True,3.65174707314571,35918,329,4.618945,140954,86,70,109,47,wellbeing
"05/13/2024, 11:50:33",5,0.551739058661772,True,3.65174707314571,35918,329,4.648529,140954,86,70,109,47,wellbeing
"05/13/2024, 11:50:39",5,0.551739058661772,True,3.65174707314571,35918,329,4.685397999999999,140954,86,70,109,47,wellbeing
"05/13/2024, 11:50:44",5,0.551739058661772,True,3.65174707314571,35918,329,4.6162019999999995,140954,86,70,109,47,wellbeing
"05/13/2024, 11:50:49",5,0.551739058661772,True,3.65174707314571,35918,329,4.601851,140954,86,70,109,47,wellbeing
"05/13/2024, 11:50:52",5,0.36,False,-0.9,35918,396,2.307802,12814,0,127,0,127,absolute
"05/13/2024, 11:50:55",5,0.36,False,-0.9,35918,396,2.298287,12814,0,127,0,127,absolute
"05/13/2024, 11:50:57",5,0.36,False,-0.9,35918,396,2.275147,12814,0,127,0,127,absolute
"05/13/2024, 11:51:00",5,0.36,False,-0.9,35918,396,2.378247,12814,0,127,0,127,absolute
"05/13/2024, 11:51:03",5,0.36000000000000004,False,-0.9,35918,396,2.377559,12814,0,127,0,127,absolute
