DateTime,Horizon,utility,absolute,wellbeing,expanded,solution size,Time,action revisions,lies,hons,pos,neg,Theories
"05/13/2024, 11:38:59",5,0.8263276261969896,True,3.2647961228980296,35918,299,20.936591999999997,140954,79,76,87,68,"[['utility', 'wellbeing']]"
"05/13/2024, 11:39:21",5,0.8263276261969896,True,3.2647961228980296,35918,299,20.819057,140954,79,76,87,68,"[['utility', 'wellbeing']]"
"05/13/2024, 11:39:42",5,0.8263276261969896,True,3.2647961228980296,35918,299,20.876716,140954,79,76,87,68,"[['utility', 'wellbeing']]"
"05/13/2024, 11:40:04",5,0.8263276261969896,True,3.2647961228980296,35918,299,21.003592,140954,79,76,87,68,"[['utility', 'wellbeing']]"
"05/13/2024, 11:40:25",5,0.8263276261969896,True,3.2647961228980296,35918,299,20.834138000000003,140954,79,76,87,68,"[['utility', 'wellbeing']]"
"05/13/2024, 11:40:45",5,2.700967532179386,True,-4.68559,35918,299,19.63214,140954,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 11:41:06",5,2.700967532179386,True,-4.68559,35918,299,19.464115000000003,140954,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 11:41:26",5,2.700967532179386,True,-4.68559,35918,299,19.536003,140954,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 11:41:46",5,2.700967532179386,True,-4.68559,35918,299,19.54264,140954,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 11:42:06",5,2.700967532179386,True,-4.68559,35918,299,19.696813,140954,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 11:42:27",5,0.5826505250351206,True,3.65174707314571,35918,299,19.966113,140954,85,70,107,48,"[['wellbeing'], ['utility']]"
"05/13/2024, 11:42:48",5,0.5826505250351206,True,3.65174707314571,35918,299,20.826582,140954,85,70,107,48,"[['wellbeing'], ['utility']]"
"05/13/2024, 11:43:09",5,0.5826505250351206,True,3.65174707314571,35918,299,20.188387,140954,85,70,107,48,"[['wellbeing'], ['utility']]"
"05/13/2024, 11:43:31",5,0.5826505250351206,True,3.65174707314571,35918,299,20.484615,140954,85,70,107,48,"[['wellbeing'], ['utility']]"
"05/13/2024, 11:43:51",5,0.5826505250351206,True,3.65174707314571,35918,299,20.023947,140954,85,70,107,48,"[['wellbeing'], ['utility']]"
"05/13/2024, 11:44:15",5,1.7900854666454338,False,-1.5945566362993815,35918,806,23.037836,140954,0,321,47,274,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 11:44:39",5,1.7900854666454338,False,-1.5945566362993815,35918,806,23.136049,140954,0,321,47,274,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 11:45:03",5,1.7900854666454338,False,-1.5945566362993815,35918,806,23.243706,140954,0,321,47,274,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 11:45:27",5,1.7900854666454338,False,-1.5945566362993815,35918,806,23.238475,140954,0,321,47,274,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 11:45:50",5,1.7900854666454338,False,-1.5945566362993815,35918,806,23.098109,140954,0,321,47,274,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 11:46:14",5,0.8263276261969896,True,3.2647961228980296,35918,299,23.481461000000003,140954,79,76,87,68,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 11:46:39",5,0.8263276261969896,True,3.2647961228980296,35918,299,23.549601,140954,79,76,87,68,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 11:47:03",5,0.8263276261969896,True,3.2647961228980296,35918,299,23.801924,140954,79,76,87,68,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 11:47:27",5,0.8263276261969896,True,3.2647961228980296,35918,299,23.433413,140954,79,76,87,68,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 11:47:51",5,0.8263276261969896,True,3.2647961228980296,35918,299,23.766468,140954,79,76,87,68,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 11:48:17",5,1.205797973283683,False,-0.3308857302434446,35918,477,24.708946,140954,0,159,37,122,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 11:48:42",5,1.205797973283683,False,-0.3308857302434446,35918,477,24.643566999999997,140954,0,159,37,122,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 11:49:07",5,1.205797973283683,False,-0.3308857302434446,35918,477,24.701337,140954,0,159,37,122,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 11:49:32",5,1.205797973283683,False,-0.3308857302434446,35918,477,24.775052,140954,0,159,37,122,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 11:49:58",5,1.205797973283683,False,-0.3308857302434446,35918,477,24.789140000000003,140954,0,159,37,122,"[['utility', 'wellbeing', 'absolute']]"
