DateTime,Horizon,utility,absolute,wellbeing,expanded,solution size,Time,action revisions,lies,hons,pos,neg,Theories
"05/13/2024, 12:04:58",5,2.6607686800000003,True,-4.68559,404,299,0.2523550000000001,1000,48,107,0,155,utility
"05/13/2024, 12:04:59",5,2.6607686800000003,True,-4.68559,404,299,0.1626440000000002,1000,48,107,0,155,utility
"05/13/2024, 12:05:00",5,2.6607686800000003,True,-4.68559,404,299,0.1113889999999999,1000,48,107,0,155,utility
"05/13/2024, 12:05:01",5,2.6607686800000003,True,-4.68559,404,299,0.2007079999999996,1000,48,107,0,155,utility
"05/13/2024, 12:05:02",5,2.6607686800000003,True,-4.68559,404,299,0.202944,1000,48,107,0,155,utility
"05/13/2024, 12:05:03",5,0.4949243296246403,True,3.642174565415381,1036,423,0.4580009999999999,13946,101,49,129,21,wellbeing
"05/13/2024, 12:05:04",5,0.4949243296246403,True,3.642174565415381,1036,423,0.4462190000000001,13946,101,49,129,21,wellbeing
"05/13/2024, 12:05:05",5,0.4949243296246403,True,3.642174565415381,1036,423,0.4604059999999998,13946,101,49,129,21,wellbeing
"05/13/2024, 12:05:06",5,0.4949243296246403,True,3.642174565415381,1036,423,0.5522710000000002,13946,101,49,129,21,wellbeing
"05/13/2024, 12:05:07",5,0.4949243296246403,True,3.642174565415381,1036,423,0.4070230000000001,13946,101,49,129,21,wellbeing
"05/13/2024, 12:05:07",5,0.8503056000000003,False,1.4880348000000003,15,15,0.0155409999999998,71,0,0,0,0,absolute
"05/13/2024, 12:05:08",5,0.8503056000000003,False,1.4880348000000003,15,15,0.0145019999999997,71,0,0,0,0,absolute
"05/13/2024, 12:05:09",5,0.8503056000000003,False,1.4880348000000003,15,15,0.0135119999999999,71,0,0,0,0,absolute
"05/13/2024, 12:05:10",5,0.8503056000000003,False,1.4880348000000003,15,15,0.0420719999999996,71,0,0,0,0,absolute
"05/13/2024, 12:05:10",5,0.8503056000000003,False,1.4880348000000003,15,15,0.05373099999999997,71,0,0,0,0,absolute
