DateTime,Horizon,utility,absolute,wellbeing,expanded,solution size,Time,action revisions,lies,hons,pos,neg,Theories
"05/13/2024, 12:03:54",5,0.8430963178845714,True,3.3153021850004545,2087,347,1.4741529999999998,12070,97,89,99,87,"[['utility', 'wellbeing']]"
"05/13/2024, 12:03:56",5,0.8430963178845714,True,3.3153021850004545,2087,347,1.538808,12070,97,89,99,87,"[['utility', 'wellbeing']]"
"05/13/2024, 12:03:58",5,0.8430963178845714,True,3.3153021850004545,2087,347,1.5210740000000005,12070,97,89,99,87,"[['utility', 'wellbeing']]"
"05/13/2024, 12:04:00",5,0.8430963178845714,True,3.3153021850004545,2087,347,1.572833,12070,97,89,99,87,"[['utility', 'wellbeing']]"
"05/13/2024, 12:04:03",5,0.8430963178845714,True,3.3153021850004545,2087,347,1.5731979999999997,12070,97,89,99,87,"[['utility', 'wellbeing']]"
"05/13/2024, 12:04:03",5,2.6607686800000003,True,-4.68559,404,299,0.3376100000000002,1000,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 12:04:04",5,2.6607686800000003,True,-4.68559,404,299,0.2049630000000002,1000,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 12:04:05",5,2.6607686800000003,True,-4.68559,404,299,0.2462390000000001,1000,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 12:04:06",5,2.6607686800000003,True,-4.68559,404,299,0.2788429999999997,1000,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 12:04:06",5,2.6607686800000003,True,-4.68559,404,299,0.3121810000000002,1000,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 12:04:08",5,0.5900333450908017,True,3.653800988057133,1069,326,1.0133929999999998,9939,88,73,112,49,"[['wellbeing'], ['utility']]"
"05/13/2024, 12:04:09",5,0.5900333450908017,True,3.653800988057133,1069,326,1.0079729999999998,9939,88,73,112,49,"[['wellbeing'], ['utility']]"
"05/13/2024, 12:04:11",5,0.5900333450908017,True,3.653800988057133,1069,326,0.9468910000000004,9939,88,73,112,49,"[['wellbeing'], ['utility']]"
"05/13/2024, 12:04:12",5,0.5900333450908017,True,3.653800988057133,1069,326,0.94728,9939,88,73,112,49,"[['wellbeing'], ['utility']]"
"05/13/2024, 12:04:14",5,0.5900333450908017,True,3.653800988057133,1069,326,0.994214,9939,88,73,112,49,"[['wellbeing'], ['utility']]"
"05/13/2024, 12:04:18",5,1.5835958934092509,False,-1.2724344803814616,2691,879,3.3868199999999997,35848,0,285,53,232,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 12:04:22",5,1.5835958934092509,False,-1.2724344803814616,2691,879,3.518098,35848,0,285,53,232,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 12:04:26",5,1.5835958934092509,False,-1.2724344803814616,2691,879,3.366695,35848,0,285,53,232,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 12:04:30",5,1.5835958934092509,False,-1.2724344803814616,2691,879,3.474034,35848,0,285,53,232,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 12:04:34",5,1.5835958934092509,False,-1.2724344803814616,2691,879,3.38569,35848,0,285,53,232,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 12:04:36",5,0.8430963178845714,True,3.3153021850004545,2087,347,1.77949,12070,97,89,99,87,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 12:04:39",5,0.8430963178845714,True,3.3153021850004545,2087,347,1.825523,12070,97,89,99,87,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 12:04:41",5,0.8430963178845714,True,3.3153021850004545,2087,347,1.6531129999999998,12070,97,89,99,87,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 12:04:43",5,0.8430963178845714,True,3.3153021850004545,2087,347,1.7338779999999998,12070,97,89,99,87,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 12:04:45",5,0.8430963178845714,True,3.3153021850004545,2087,347,1.7297280000000002,12070,97,89,99,87,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 12:04:48",5,1.201936706654244,False,-0.3054696148255996,1987,438,1.9064460000000003,16708,0,143,34,109,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 12:04:50",5,1.201936706654244,False,-0.3054696148255996,1987,438,2.0998110000000003,16708,0,143,34,109,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 12:04:53",5,1.201936706654244,False,-0.3054696148255996,1987,438,1.986906,16708,0,143,34,109,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 12:04:55",5,1.201936706654244,False,-0.3054696148255996,1987,438,1.999375,16708,0,143,34,109,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 12:04:58",5,1.201936706654244,False,-0.30546961482559964,1987,438,1.9703620000000002,16708,0,143,34,109,"[['utility', 'wellbeing', 'absolute']]"
