DateTime,Horizon,utility,absolute,wellbeing,expanded,solution size,Time,action revisions,lies,hons,pos,neg,Theories
"05/13/2024, 12:05:33",5,0.8263276261969896,True,3.2647961228980296,35918,299,21.907162999999997,140954,79,76,87,68,"[['utility', 'wellbeing']]"
"05/13/2024, 12:05:55",5,0.8263276261969896,True,3.2647961228980296,35918,299,21.244853,140954,79,76,87,68,"[['utility', 'wellbeing']]"
"05/13/2024, 12:06:16",5,0.8263276261969896,True,3.2647961228980296,35918,299,21.090572,140954,79,76,87,68,"[['utility', 'wellbeing']]"
"05/13/2024, 12:06:38",5,0.8263276261969896,True,3.2647961228980296,35918,299,21.179853,140954,79,76,87,68,"[['utility', 'wellbeing']]"
"05/13/2024, 12:07:00",5,0.8263276261969896,True,3.2647961228980296,35918,299,21.366479,140954,79,76,87,68,"[['utility', 'wellbeing']]"
"05/13/2024, 12:07:21",5,2.700967532179386,True,-4.68559,35918,299,19.957383,140954,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 12:07:42",5,2.700967532179386,True,-4.68559,35918,299,20.030878,140954,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 12:08:02",5,2.700967532179386,True,-4.68559,35918,299,19.701106,140954,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 12:08:23",5,2.700967532179386,True,-4.68559,35918,299,20.073791,140954,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 12:08:44",5,2.700967532179386,True,-4.68559,35918,299,20.235213,140954,48,107,0,155,"[['utility'], ['wellbeing']]"
"05/13/2024, 12:09:05",5,0.5826505250351206,True,3.65174707314571,35918,299,20.375387,140954,85,70,107,48,"[['wellbeing'], ['utility']]"
"05/13/2024, 12:09:27",5,0.5826505250351206,True,3.65174707314571,35918,299,20.632869999999997,140954,85,70,107,48,"[['wellbeing'], ['utility']]"
"05/13/2024, 12:09:48",5,0.5826505250351206,True,3.65174707314571,35918,299,20.457363,140954,85,70,107,48,"[['wellbeing'], ['utility']]"
"05/13/2024, 12:10:09",5,0.5826505250351206,True,3.65174707314571,35918,299,20.300792,140954,85,70,107,48,"[['wellbeing'], ['utility']]"
"05/13/2024, 12:10:30",5,0.5826505250351206,True,3.65174707314571,35918,299,20.45284,140954,85,70,107,48,"[['wellbeing'], ['utility']]"
"05/13/2024, 12:10:55",5,1.5062391805231676,False,-1.151700530558336,35918,796,23.750528,140954,0,240,43,197,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 12:11:20",5,1.5062391805231676,False,-1.151700530558336,35918,796,23.743256,140954,0,240,43,197,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 12:11:44",5,1.5062391805231676,False,-1.151700530558336,35918,796,23.591737,140954,0,240,43,197,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 12:12:08",5,1.5062391805231676,False,-1.151700530558336,35918,796,23.473564,140954,0,240,43,197,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 12:12:33",5,1.5062391805231676,False,-1.151700530558336,35918,796,23.519438,140954,0,240,43,197,"[['absolute'], ['utility', 'wellbeing']]"
"05/13/2024, 12:12:58",5,0.8263276261969896,True,3.2647961228980296,35918,299,24.277566,140954,79,76,87,68,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 12:13:22",5,0.8263276261969896,True,3.2647961228980296,35918,299,24.133562,140954,79,76,87,68,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 12:13:48",5,0.8263276261969896,True,3.2647961228980296,35918,299,24.343969,140954,79,76,87,68,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 12:14:12",5,0.8263276261969896,True,3.2647961228980296,35918,299,23.821209999999997,140954,79,76,87,68,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 12:14:41",5,0.8263276261969896,True,3.2647961228980296,35918,299,24.597218,140954,79,76,87,68,"[['utility', 'wellbeing'], ['absolute']]"
"05/13/2024, 12:15:08",5,0.0994147609932619,False,0.301327047,35918,21,26.024955,140954,0,1,1,0,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 12:15:35",5,0.0994147609932619,False,0.301327047,35918,21,26.240279,140954,0,1,1,0,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 12:16:02",5,0.0994147609932619,False,0.301327047,35918,21,25.857611,140954,0,1,1,0,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 12:16:28",5,0.0994147609932619,False,0.301327047,35918,21,25.411139,140954,0,1,1,0,"[['utility', 'wellbeing', 'absolute']]"
"05/13/2024, 12:16:54",5,0.09941476099326191,False,0.30132704700000007,35918,21,25.406463000000002,140954,0,1,1,0,"[['utility', 'wellbeing', 'absolute']]"
